sample_index,problem_index,problem_version,question,answer,question_type,metadata,query_wo,query_cot,question_for_eval,path,prompt,type
139,28,Vision Dominant,"As shown in the figure, the right triangle ABC and the equilateral triangle ABD are respectively drawn with the line segment AB as the edge, when the length of CD is the largest, the size of angle CAB is ()
Choices:
A:75°
B:45°
C:30°
D:15°",B,multi-choice,"{'source': 'GeoQA', 'split': 'testmini', 'subfield': 'Angle', 'subject': 'Plane Geometry'}","Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: As shown in the figure, the right triangle ABC and the equilateral triangle ABD are respectively drawn with the line segment AB as the edge, when the length of CD is the largest, the size of angle CAB is ()
Choices:
A:75°
B:45°
C:30°
D:15°","Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure, the right triangle ABC and the equilateral triangle ABD are respectively drawn with the line segment AB as the edge, when the length of CD is the largest, the size of angle CAB is ()
Choices:
A:75°
B:45°
C:30°
D:15°","As shown in the figure, the right triangle ABC and the equilateral triangle ABD are respectively drawn with the line segment AB as the edge, when the length of CD is the largest, the size of angle CAB is ()
Choices:
A:75°
B:45°
C:30°
D:15°",images/mathverse_images/image_139.png,"Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure, the right triangle ABC and the equilateral triangle ABD are respectively drawn with the line segment AB as the edge, when the length of CD is the largest, the size of angle CAB is ()
Choices:
A:75°
B:45°
C:30°
D:15°",mathverse_cot
144,29,Vision Dominant,"As shown in the figure, D is the intersection point of the angular bisector BD and CD of triangle ABC. then angle D = ()
Choices:
A:120°
B:130°
C:115°
D:110°",C,multi-choice,"{'source': 'GeoQA', 'split': 'testmini', 'subfield': 'Angle', 'subject': 'Plane Geometry'}","Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: As shown in the figure, D is the intersection point of the angular bisector BD and CD of triangle ABC. then angle D = ()
Choices:
A:120°
B:130°
C:115°
D:110°","Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure, D is the intersection point of the angular bisector BD and CD of triangle ABC. then angle D = ()
Choices:
A:120°
B:130°
C:115°
D:110°","As shown in the figure, D is the intersection point of the angular bisector BD and CD of triangle ABC. then angle D = ()
Choices:
A:120°
B:130°
C:115°
D:110°",images/mathverse_images/image_144.png,"Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure, D is the intersection point of the angular bisector BD and CD of triangle ABC. then angle D = ()
Choices:
A:120°
B:130°
C:115°
D:110°",mathverse_cot
149,30,Vision Dominant,"As shown in the figure, it is known that OA = OB = OC, then the size of angle AOB is ()
Choices:
A:40°
B:50°
C:60°
D:70°",C,multi-choice,"{'source': 'GeoQA', 'split': 'testmini', 'subfield': 'Angle', 'subject': 'Plane Geometry'}","Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: As shown in the figure, it is known that OA = OB = OC, then the size of angle AOB is ()
Choices:
A:40°
B:50°
C:60°
D:70°","Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure, it is known that OA = OB = OC, then the size of angle AOB is ()
Choices:
A:40°
B:50°
C:60°
D:70°","As shown in the figure, it is known that OA = OB = OC, then the size of angle AOB is ()
Choices:
A:40°
B:50°
C:60°
D:70°",images/mathverse_images/image_149.png,"Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure, it is known that OA = OB = OC, then the size of angle AOB is ()
Choices:
A:40°
B:50°
C:60°
D:70°",mathverse_cot
154,31,Vision Dominant,"As shown in the figure, the straight line a parallel b, and AB perpendicular BC, then the degree of angle 1 is ()
Choices:
A:65°
B:25°
C:35°
D:45°",B,multi-choice,"{'source': 'GeoQA', 'split': 'testmini', 'subfield': 'Angle', 'subject': 'Plane Geometry'}","Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: As shown in the figure, the straight line a parallel b, and AB perpendicular BC, then the degree of angle 1 is ()
Choices:
A:65°
B:25°
C:35°
D:45°","Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure, the straight line a parallel b, and AB perpendicular BC, then the degree of angle 1 is ()
Choices:
A:65°
B:25°
C:35°
D:45°","As shown in the figure, the straight line a parallel b, and AB perpendicular BC, then the degree of angle 1 is ()
Choices:
A:65°
B:25°
C:35°
D:45°",images/mathverse_images/image_154.png,"Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure, the straight line a parallel b, and AB perpendicular BC, then the degree of angle 1 is ()
Choices:
A:65°
B:25°
C:35°
D:45°",mathverse_cot
159,32,Vision Dominant,"Circle I is the inscribed circle of triangle ABC, then the degree of angle A is ()
Choices:
A:68°
B:52°
C:76°
D:38°",C,multi-choice,"{'source': 'GeoQA', 'split': 'testmini', 'subfield': 'Angle', 'subject': 'Plane Geometry'}","Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: Circle I is the inscribed circle of triangle ABC, then the degree of angle A is ()
Choices:
A:68°
B:52°
C:76°
D:38°","Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Circle I is the inscribed circle of triangle ABC, then the degree of angle A is ()
Choices:
A:68°
B:52°
C:76°
D:38°","Circle I is the inscribed circle of triangle ABC, then the degree of angle A is ()
Choices:
A:68°
B:52°
C:76°
D:38°",images/mathverse_images/image_159.png,"Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Circle I is the inscribed circle of triangle ABC, then the degree of angle A is ()
Choices:
A:68°
B:52°
C:76°
D:38°",mathverse_cot
164,33,Vision Dominant,"As shown in the figure, the straight line AB parallel CD, then angle C is equal to ()
Choices:
A:42°
B:44°
C:46°
D:48°",C,multi-choice,"{'source': 'GeoQA', 'split': 'testmini', 'subfield': 'Angle', 'subject': 'Plane Geometry'}","Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: As shown in the figure, the straight line AB parallel CD, then angle C is equal to ()
Choices:
A:42°
B:44°
C:46°
D:48°","Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure, the straight line AB parallel CD, then angle C is equal to ()
Choices:
A:42°
B:44°
C:46°
D:48°","As shown in the figure, the straight line AB parallel CD, then angle C is equal to ()
Choices:
A:42°
B:44°
C:46°
D:48°",images/mathverse_images/image_164.png,"Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure, the straight line AB parallel CD, then angle C is equal to ()
Choices:
A:42°
B:44°
C:46°
D:48°",mathverse_cot
169,34,Vision Dominant,"As shown in the figure, If AB parallel CD, then the size of angle 2 is ()
Choices:
A:10°
B:50°
C:80°
D:100°",C,multi-choice,"{'source': 'GeoQA', 'split': 'testmini', 'subfield': 'Angle', 'subject': 'Plane Geometry'}","Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: As shown in the figure, If AB parallel CD, then the size of angle 2 is ()
Choices:
A:10°
B:50°
C:80°
D:100°","Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure, If AB parallel CD, then the size of angle 2 is ()
Choices:
A:10°
B:50°
C:80°
D:100°","As shown in the figure, If AB parallel CD, then the size of angle 2 is ()
Choices:
A:10°
B:50°
C:80°
D:100°",images/mathverse_images/image_169.png,"Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure, If AB parallel CD, then the size of angle 2 is ()
Choices:
A:10°
B:50°
C:80°
D:100°",mathverse_cot
174,35,Vision Dominant,"As shown in the figure: AB parallel DE, the degree of angle D is ()
Choices:
A:115°
B:120°
C:100°
D:80°",C,multi-choice,"{'source': 'GeoQA', 'split': 'testmini', 'subfield': 'Angle', 'subject': 'Plane Geometry'}","Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: As shown in the figure: AB parallel DE, the degree of angle D is ()
Choices:
A:115°
B:120°
C:100°
D:80°","Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure: AB parallel DE, the degree of angle D is ()
Choices:
A:115°
B:120°
C:100°
D:80°","As shown in the figure: AB parallel DE, the degree of angle D is ()
Choices:
A:115°
B:120°
C:100°
D:80°",images/mathverse_images/image_174.png,"Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure: AB parallel DE, the degree of angle D is ()
Choices:
A:115°
B:120°
C:100°
D:80°",mathverse_cot
179,36,Vision Dominant,"As shown in the figure, passing point C to draw the tangent of circle O. then the degree of angle A is ()
Choices:
A:20°
B:25°
C:.40°
D:50°",A,multi-choice,"{'source': 'GeoQA', 'split': 'testmini', 'subfield': 'Angle', 'subject': 'Plane Geometry'}","Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: As shown in the figure, passing point C to draw the tangent of circle O. then the degree of angle A is ()
Choices:
A:20°
B:25°
C:.40°
D:50°","Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure, passing point C to draw the tangent of circle O. then the degree of angle A is ()
Choices:
A:20°
B:25°
C:.40°
D:50°","As shown in the figure, passing point C to draw the tangent of circle O. then the degree of angle A is ()
Choices:
A:20°
B:25°
C:.40°
D:50°",images/mathverse_images/image_179.png,"Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure, passing point C to draw the tangent of circle O. then the degree of angle A is ()
Choices:
A:20°
B:25°
C:.40°
D:50°",mathverse_cot
184,37,Vision Dominant,"As shown in the figure, AB parallel CD, AO = PO, then the degree of angle A is ()
Choices:
A:25°
B:35°
C:15°
D:50°",A,multi-choice,"{'source': 'GeoQA', 'split': 'testmini', 'subfield': 'Angle', 'subject': 'Plane Geometry'}","Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: As shown in the figure, AB parallel CD, AO = PO, then the degree of angle A is ()
Choices:
A:25°
B:35°
C:15°
D:50°","Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure, AB parallel CD, AO = PO, then the degree of angle A is ()
Choices:
A:25°
B:35°
C:15°
D:50°","As shown in the figure, AB parallel CD, AO = PO, then the degree of angle A is ()
Choices:
A:25°
B:35°
C:15°
D:50°",images/mathverse_images/image_184.png,"Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure, AB parallel CD, AO = PO, then the degree of angle A is ()
Choices:
A:25°
B:35°
C:15°
D:50°",mathverse_cot
189,38,Vision Dominant,"As shown in the figure, AB = AC, AD parallel BC. then the size of angle BAC is ()
Choices:
A:40°
B:30°
C:.70°
D:50°",A,multi-choice,"{'source': 'GeoQA', 'split': 'testmini', 'subfield': 'Angle', 'subject': 'Plane Geometry'}","Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: As shown in the figure, AB = AC, AD parallel BC. then the size of angle BAC is ()
Choices:
A:40°
B:30°
C:.70°
D:50°","Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure, AB = AC, AD parallel BC. then the size of angle BAC is ()
Choices:
A:40°
B:30°
C:.70°
D:50°","As shown in the figure, AB = AC, AD parallel BC. then the size of angle BAC is ()
Choices:
A:40°
B:30°
C:.70°
D:50°",images/mathverse_images/image_189.png,"Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure, AB = AC, AD parallel BC. then the size of angle BAC is ()
Choices:
A:40°
B:30°
C:.70°
D:50°",mathverse_cot
