path,annotation_type,shape_color,background_color,size,prompt,shape
"images/VC_CoT/123_random_triangle_on_cross_33_size1.3_scolor-(0, 0, 255)_bcolor-(255, 0, 0)_annotated.png",CoT_123_random,"0, 0, 255","255, 0, 0",1.3,Observe the shape in the image carefully. List all numbers you see in the image. Count the total number of numbers you observe. Each number is associated with a side of this shape. How many sides does this shape have?,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_34_size1.3_scolor-(127, 0, 255)_bcolor-(255, 255, 255)_annotated.png",CoT_123_random,"127, 0, 255","255, 255, 255",1.3,Observe the shape in the image carefully. List all numbers you see in the image. Count the total number of numbers you observe. Each number is associated with a side of this shape. How many sides does this shape have?,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_35_size1.3_scolor-(127, 0, 255)_bcolor-(0, 0, 0)_annotated.png",CoT_123_random,"127, 0, 255","0, 0, 0",1.3,Observe the shape in the image carefully. List all numbers you see in the image. Count the total number of numbers you observe. Each number is associated with a side of this shape. How many sides does this shape have?,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_36_size1.3_scolor-(127, 0, 255)_bcolor-(255, 0, 0)_annotated.png",CoT_123_random,"127, 0, 255","255, 0, 0",1.3,Observe the shape in the image carefully. List all numbers you see in the image. Count the total number of numbers you observe. Each number is associated with a side of this shape. How many sides does this shape have?,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_37_size1.3_scolor-(127, 0, 255)_bcolor-(0, 0, 255)_annotated.png",CoT_123_random,"127, 0, 255","0, 0, 255",1.3,Observe the shape in the image carefully. List all numbers you see in the image. Count the total number of numbers you observe. Each number is associated with a side of this shape. How many sides does this shape have?,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_38_size1.3_scolor-(255, 0, 255)_bcolor-(255, 255, 255)_annotated.png",CoT_123_random,"255, 0, 255","255, 255, 255",1.3,Observe the shape in the image carefully. List all numbers you see in the image. Count the total number of numbers you observe. Each number is associated with a side of this shape. How many sides does this shape have?,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_39_size1.3_scolor-(255, 0, 255)_bcolor-(0, 0, 0)_annotated.png",CoT_123_random,"255, 0, 255","0, 0, 0",1.3,Observe the shape in the image carefully. List all numbers you see in the image. Count the total number of numbers you observe. Each number is associated with a side of this shape. How many sides does this shape have?,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_3_size1.3_scolor-(255, 127, 0)_bcolor-(255, 255, 255)_annotated.png",CoT_123_random,"255, 127, 0","255, 255, 255",1.3,Observe the shape in the image carefully. List all numbers you see in the image. Count the total number of numbers you observe. Each number is associated with a side of this shape. How many sides does this shape have?,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_40_size1.3_scolor-(255, 0, 255)_bcolor-(255, 0, 0)_annotated.png",CoT_123_random,"255, 0, 255","255, 0, 0",1.3,Observe the shape in the image carefully. List all numbers you see in the image. Count the total number of numbers you observe. Each number is associated with a side of this shape. How many sides does this shape have?,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_41_size1.3_scolor-(255, 0, 255)_bcolor-(0, 0, 255)_annotated.png",CoT_123_random,"255, 0, 255","0, 0, 255",1.3,Observe the shape in the image carefully. List all numbers you see in the image. Count the total number of numbers you observe. Each number is associated with a side of this shape. How many sides does this shape have?,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_42_size1.3_scolor-(255, 0, 127)_bcolor-(255, 255, 255)_annotated.png",CoT_123_random,"255, 0, 127","255, 255, 255",1.3,Observe the shape in the image carefully. List all numbers you see in the image. Count the total number of numbers you observe. Each number is associated with a side of this shape. How many sides does this shape have?,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_43_size1.3_scolor-(255, 0, 127)_bcolor-(0, 0, 0)_annotated.png",CoT_123_random,"255, 0, 127","0, 0, 0",1.3,Observe the shape in the image carefully. List all numbers you see in the image. Count the total number of numbers you observe. Each number is associated with a side of this shape. How many sides does this shape have?,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_44_size1.3_scolor-(255, 0, 127)_bcolor-(255, 0, 0)_annotated.png",CoT_123_random,"255, 0, 127","255, 0, 0",1.3,Observe the shape in the image carefully. List all numbers you see in the image. Count the total number of numbers you observe. Each number is associated with a side of this shape. How many sides does this shape have?,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_45_size1.3_scolor-(255, 0, 127)_bcolor-(0, 0, 255)_annotated.png",CoT_123_random,"255, 0, 127","0, 0, 255",1.3,Observe the shape in the image carefully. List all numbers you see in the image. Count the total number of numbers you observe. Each number is associated with a side of this shape. How many sides does this shape have?,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_46_size1.3_scolor-(255, 0, 0)_bcolor-(255, 255, 255)_annotated.png",CoT_123_random,"255, 0, 0","255, 255, 255",1.3,Observe the shape in the image carefully. List all numbers you see in the image. Count the total number of numbers you observe. Each number is associated with a side of this shape. How many sides does this shape have?,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_47_size1.3_scolor-(255, 0, 0)_bcolor-(0, 0, 0)_annotated.png",CoT_123_random,"255, 0, 0","0, 0, 0",1.3,Observe the shape in the image carefully. List all numbers you see in the image. Count the total number of numbers you observe. Each number is associated with a side of this shape. How many sides does this shape have?,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_48_size1.3_scolor-(255, 0, 0)_bcolor-(0, 0, 255)_annotated.png",CoT_123_random,"255, 0, 0","0, 0, 255",1.3,Observe the shape in the image carefully. List all numbers you see in the image. Count the total number of numbers you observe. Each number is associated with a side of this shape. How many sides does this shape have?,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_49_size1.3_scolor-(127, 127, 0)_bcolor-(255, 255, 255)_annotated.png",CoT_123_random,"127, 127, 0","255, 255, 255",1.3,Observe the shape in the image carefully. List all numbers you see in the image. Count the total number of numbers you observe. Each number is associated with a side of this shape. How many sides does this shape have?,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_4_size1.3_scolor-(255, 127, 0)_bcolor-(0, 0, 0)_annotated.png",CoT_123_random,"255, 127, 0","0, 0, 0",1.3,Observe the shape in the image carefully. List all numbers you see in the image. Count the total number of numbers you observe. Each number is associated with a side of this shape. How many sides does this shape have?,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_50_size1.3_scolor-(127, 127, 0)_bcolor-(0, 0, 0)_annotated.png",CoT_123_random,"127, 127, 0","0, 0, 0",1.3,Observe the shape in the image carefully. List all numbers you see in the image. Count the total number of numbers you observe. Each number is associated with a side of this shape. How many sides does this shape have?,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_51_size1.3_scolor-(127, 127, 0)_bcolor-(255, 0, 0)_annotated.png",CoT_123_random,"127, 127, 0","255, 0, 0",1.3,Observe the shape in the image carefully. List all numbers you see in the image. Count the total number of numbers you observe. Each number is associated with a side of this shape. How many sides does this shape have?,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_52_size1.3_scolor-(127, 127, 0)_bcolor-(0, 0, 255)_annotated.png",CoT_123_random,"127, 127, 0","0, 0, 255",1.3,Observe the shape in the image carefully. List all numbers you see in the image. Count the total number of numbers you observe. Each number is associated with a side of this shape. How many sides does this shape have?,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_53_size1.3_scolor-(127, 255, 127)_bcolor-(255, 255, 255)_annotated.png",CoT_123_random,"127, 255, 127","255, 255, 255",1.3,Observe the shape in the image carefully. List all numbers you see in the image. Count the total number of numbers you observe. Each number is associated with a side of this shape. How many sides does this shape have?,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_54_size1.3_scolor-(127, 255, 127)_bcolor-(0, 0, 0)_annotated.png",CoT_123_random,"127, 255, 127","0, 0, 0",1.3,Observe the shape in the image carefully. List all numbers you see in the image. Count the total number of numbers you observe. Each number is associated with a side of this shape. How many sides does this shape have?,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_55_size1.3_scolor-(127, 255, 127)_bcolor-(255, 0, 0)_annotated.png",CoT_123_random,"127, 255, 127","255, 0, 0",1.3,Observe the shape in the image carefully. List all numbers you see in the image. Count the total number of numbers you observe. Each number is associated with a side of this shape. How many sides does this shape have?,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_56_size1.3_scolor-(127, 255, 127)_bcolor-(0, 0, 255)_annotated.png",CoT_123_random,"127, 255, 127","0, 0, 255",1.3,Observe the shape in the image carefully. List all numbers you see in the image. Count the total number of numbers you observe. Each number is associated with a side of this shape. How many sides does this shape have?,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_57_size1.3_scolor-(127, 0, 127)_bcolor-(255, 255, 255)_annotated.png",CoT_123_random,"127, 0, 127","255, 255, 255",1.3,Observe the shape in the image carefully. List all numbers you see in the image. Count the total number of numbers you observe. Each number is associated with a side of this shape. How many sides does this shape have?,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_58_size1.3_scolor-(127, 0, 127)_bcolor-(0, 0, 0)_annotated.png",CoT_123_random,"127, 0, 127","0, 0, 0",1.3,Observe the shape in the image carefully. List all numbers you see in the image. Count the total number of numbers you observe. Each number is associated with a side of this shape. How many sides does this shape have?,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_59_size1.3_scolor-(127, 0, 127)_bcolor-(255, 0, 0)_annotated.png",CoT_123_random,"127, 0, 127","255, 0, 0",1.3,Observe the shape in the image carefully. List all numbers you see in the image. Count the total number of numbers you observe. Each number is associated with a side of this shape. How many sides does this shape have?,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_5_size1.3_scolor-(255, 127, 0)_bcolor-(255, 0, 0)_annotated.png",CoT_123_random,"255, 127, 0","255, 0, 0",1.3,Observe the shape in the image carefully. List all numbers you see in the image. Count the total number of numbers you observe. Each number is associated with a side of this shape. How many sides does this shape have?,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_60_size1.3_scolor-(127, 0, 127)_bcolor-(0, 0, 255)_annotated.png",CoT_123_random,"127, 0, 127","0, 0, 255",1.3,Observe the shape in the image carefully. List all numbers you see in the image. Count the total number of numbers you observe. Each number is associated with a side of this shape. How many sides does this shape have?,arrow_on_plus/triangle_on_cross
